339.59	0.00
339.97	25.00
340.35	30.00
340.73	28.00
341.12	30.00
341.50	34.00
341.88	33.00
342.26	36.00
342.65	33.00
343.03	32.00
343.41	29.00
343.79	27.00
344.17	29.00
344.55	51.00
344.94	34.00
345.32	35.00
345.70	29.00
346.08	32.00
346.46	30.00
346.84	35.00
347.23	35.00
347.61	31.00
347.99	34.00
348.37	43.00
348.75	34.00
349.13	31.00
349.51	37.00
349.90	28.00
350.28	33.00
350.66	34.00
351.04	36.00
351.42	42.00
351.80	33.00
352.18	30.00
352.56	27.00
352.94	32.00
353.32	33.00
353.71	37.00
354.09	36.00
354.47	36.00
354.85	37.00
355.23	36.00
355.61	34.00
355.99	34.00
356.37	35.00
356.75	37.00
357.13	40.00
357.51	38.00
357.89	33.00
358.27	35.00
358.65	39.00
359.03	34.00
359.41	30.00
359.79	32.00
360.17	38.00
360.55	28.00
360.93	32.00
361.31	39.00
361.69	35.00
362.07	32.00
362.45	38.00
362.83	37.00
363.21	41.00
363.59	38.00
363.97	46.00
364.35	32.00
364.73	36.00
365.11	39.00
365.49	31.00
365.87	34.00
366.25	34.00
366.63	42.00
367.01	35.00
367.39	35.00
367.77	48.00
368.14	32.00
368.52	32.00
368.90	40.00
369.28	34.00
369.66	36.00
370.04	38.00
370.42	39.00
370.80	29.00
371.18	36.00
371.56	38.00
371.93	31.00
372.31	41.00
372.69	36.00
373.07	43.00
373.45	35.00
373.83	31.00
374.21	36.00
374.58	36.00
374.96	38.00
375.34	39.00
375.72	32.00
376.10	31.00
376.48	31.00
376.85	34.00
377.23	36.00
377.61	41.00
377.99	32.00
378.37	38.00
378.75	42.00
379.12	33.00
379.50	28.00
379.88	41.00
380.26	33.00
380.63	39.00
381.01	47.00
381.39	44.00
381.77	47.00
382.15	30.00
382.52	31.00
382.90	35.00
383.28	36.00
383.66	37.00
384.03	34.00
384.41	40.00
384.79	43.00
385.17	38.00
385.54	35.00
385.92	38.00
386.30	41.00
386.67	37.00
387.05	45.00
387.43	40.00
387.81	39.00
388.18	40.00
388.56	36.00
388.94	33.00
389.31	42.00
389.69	47.00
390.07	40.00
390.44	38.00
390.82	48.00
391.20	44.00
391.57	46.00
391.95	45.00
392.33	43.00
392.70	40.00
393.08	44.00
393.46	44.00
393.83	48.00
394.21	41.00
394.58	39.00
394.96	42.00
395.34	48.00
395.71	54.00
396.09	53.00
396.47	48.00
396.84	50.00
397.22	50.00
397.59	57.00
397.97	51.00
398.35	57.00
398.72	56.00
399.10	50.00
399.47	59.00
399.85	62.00
400.22	67.00
400.60	68.00
400.97	67.00
401.35	66.00
401.73	71.00
402.10	70.00
402.48	70.00
402.85	76.00
403.23	75.00
403.60	72.00
403.98	78.00
404.35	87.00
404.73	79.00
405.10	86.00
405.48	86.00
405.85	80.00
406.23	89.00
406.60	96.00
406.98	91.00
407.35	99.00
407.73	100.00
408.10	104.00
408.48	111.00
408.85	122.00
409.23	108.00
409.60	110.00
409.98	116.00
410.35	125.00
410.72	126.00
411.10	137.00
411.47	140.00
411.85	143.00
412.22	148.00
412.60	149.00
412.97	153.00
413.34	159.00
413.72	158.00
414.09	165.00
414.47	166.00
414.84	167.00
415.21	173.00
415.59	182.00
415.96	183.00
416.34	191.00
416.71	200.00
417.08	196.00
417.46	200.00
417.83	199.00
418.20	208.00
418.58	220.00
418.95	216.00
419.32	212.00
419.70	223.00
420.07	232.00
420.44	238.00
420.82	247.00
421.19	243.00
421.56	260.00
421.94	254.00
422.31	266.00
422.68	250.00
423.06	262.00
423.43	273.00
423.80	291.00
424.18	297.00
424.55	292.00
424.92	314.00
425.29	314.00
425.67	317.00
426.04	320.00
426.41	341.00
426.78	343.00
427.16	346.00
427.53	355.00
427.90	363.00
428.27	383.00
428.65	389.00
429.02	408.00
429.39	395.00
429.76	408.00
430.14	399.00
430.51	446.00
430.88	450.00
431.25	468.00
431.62	479.00
432.00	500.00
432.37	524.00
432.74	571.00
433.11	594.00
433.48	598.00
433.86	627.00
434.23	631.00
434.60	664.00
434.97	682.00
435.34	710.00
435.71	772.00
436.09	827.00
436.46	828.00
436.83	853.00
437.20	895.00
437.57	917.00
437.94	958.00
438.31	960.00
438.68	989.00
439.06	1050.00
439.43	1106.00
439.80	1172.00
440.17	1209.00
440.54	1259.00
440.91	1299.00
441.28	1346.00
441.65	1376.00
442.02	1413.00
442.39	1532.00
442.77	1542.00
443.14	1626.00
443.51	1732.00
443.88	1782.00
444.25	1772.00
444.62	1858.00
444.99	1958.00
445.36	2020.00
445.73	2067.00
446.10	2189.00
446.47	2222.00
446.84	2315.00
447.21	2374.00
447.58	2472.00
447.95	2522.00
448.32	2538.00
448.69	2644.00
449.06	2669.00
449.43	2678.00
449.80	2796.00
450.17	2808.00
450.54	2824.00
450.91	2918.00
451.28	2967.00
451.65	2913.00
452.02	2901.00
452.39	2965.00
452.76	2908.00
453.13	2882.00
453.50	2895.00
453.87	2922.00
454.24	2889.00
454.61	2802.00
454.98	2822.00
455.35	2826.00
455.71	2743.00
456.08	2673.00
456.45	2700.00
456.82	2625.00
457.19	2552.00
457.56	2529.00
457.93	2506.00
458.30	2456.00
458.67	2376.00
459.04	2469.00
459.40	2373.00
459.77	2325.00
460.14	2296.00
460.51	2262.00
460.88	2215.00
461.25	2256.00
461.62	2247.00
461.98	2167.00
462.35	2161.00
462.72	2166.00
463.09	2162.00
463.46	2149.00
463.83	2098.00
464.19	2124.00
464.56	2088.00
464.93	2060.00
465.30	2090.00
465.67	2019.00
466.03	2083.00
466.40	2006.00
466.77	1966.00
467.14	2019.00
467.51	1976.00
467.87	1983.00
468.24	1964.00
468.61	1948.00
468.98	1887.00
469.35	1904.00
469.71	1905.00
470.08	1904.00
470.45	1862.00
470.82	1791.00
471.18	1822.00
471.55	1766.00
471.92	1786.00
472.28	1768.00
472.65	1762.00
473.02	1732.00
473.39	1676.00
473.75	1676.00
474.12	1696.00
474.49	1667.00
474.85	1614.00
475.22	1648.00
475.59	1637.00
475.95	1596.00
476.32	1624.00
476.69	1586.00
477.05	1609.00
477.42	1608.00
477.79	1587.00
478.15	1612.00
478.52	1611.00
478.89	1621.00
479.25	1620.00
479.62	1613.00
479.99	1615.00
480.35	1628.00
480.72	1639.00
481.09	1624.00
481.45	1654.00
481.82	1674.00
482.18	1665.00
482.55	1681.00
482.92	1718.00
483.28	1720.00
483.65	1704.00
484.01	1716.00
484.38	1738.00
484.75	1735.00
485.11	1743.00
485.48	1717.00
485.84	1766.00
486.21	1748.00
486.57	1758.00
486.94	1794.00
487.30	1799.00
487.67	1837.00
488.04	1882.00
488.40	1892.00
488.77	1952.00
489.13	1945.00
489.50	1975.00
489.86	2013.00
490.23	2055.00
490.59	2049.00
490.96	2085.00
491.32	2111.00
491.69	2141.00
492.05	2146.00
492.42	2178.00
492.78	2221.00
493.15	2220.00
493.51	2275.00
493.88	2289.00
494.24	2307.00
494.60	2337.00
494.97	2373.00
495.33	2412.00
495.70	2444.00
496.06	2464.00
496.43	2495.00
496.79	2519.00
497.16	2536.00
497.52	2558.00
497.88	2593.00
498.25	2596.00
498.61	2630.00
498.98	2681.00
499.34	2658.00
499.70	2715.00
500.07	2696.00
500.43	2732.00
500.80	2737.00
501.16	2737.00
501.52	2774.00
501.89	2790.00
502.25	2813.00
502.61	2815.00
502.98	2876.00
503.34	2881.00
503.70	2889.00
504.07	2908.00
504.43	2931.00
504.79	2940.00
505.16	2949.00
505.52	2994.00
505.88	2987.00
506.25	3018.00
506.61	3039.00
506.97	3053.00
