339.59	0.00
339.97	29.00
340.35	24.00
340.73	25.00
341.12	28.00
341.50	39.00
341.88	29.00
342.26	36.00
342.65	35.00
343.03	33.00
343.41	32.00
343.79	32.00
344.17	35.00
344.55	48.00
344.94	35.00
345.32	29.00
345.70	34.00
346.08	38.00
346.46	32.00
346.84	34.00
347.23	31.00
347.61	32.00
347.99	29.00
348.37	41.00
348.75	28.00
349.13	27.00
349.51	34.00
349.90	29.00
350.28	29.00
350.66	30.00
351.04	33.00
351.42	34.00
351.80	33.00
352.18	32.00
352.56	30.00
352.94	29.00
353.32	27.00
353.71	30.00
354.09	36.00
354.47	35.00
354.85	38.00
355.23	31.00
355.61	29.00
355.99	40.00
356.37	35.00
356.75	42.00
357.13	35.00
357.51	29.00
357.89	39.00
358.27	30.00
358.65	32.00
359.03	32.00
359.41	34.00
359.79	30.00
360.17	34.00
360.55	37.00
360.93	30.00
361.31	39.00
361.69	31.00
362.07	34.00
362.45	36.00
362.83	35.00
363.21	41.00
363.59	38.00
363.97	40.00
364.35	36.00
364.73	33.00
365.11	40.00
365.49	34.00
365.87	29.00
366.25	33.00
366.63	35.00
367.01	31.00
367.39	29.00
367.77	39.00
368.14	33.00
368.52	29.00
368.90	39.00
369.28	30.00
369.66	38.00
370.04	37.00
370.42	33.00
370.80	27.00
371.18	32.00
371.56	35.00
371.93	35.00
372.31	37.00
372.69	28.00
373.07	34.00
373.45	33.00
373.83	24.00
374.21	34.00
374.58	35.00
374.96	34.00
375.34	30.00
375.72	36.00
376.10	35.00
376.48	33.00
376.85	36.00
377.23	31.00
377.61	32.00
377.99	32.00
378.37	33.00
378.75	33.00
379.12	37.00
379.50	35.00
379.88	35.00
380.26	29.00
380.63	31.00
381.01	38.00
381.39	39.00
381.77	32.00
382.15	34.00
382.52	33.00
382.90	32.00
383.28	34.00
383.66	27.00
384.03	32.00
384.41	35.00
384.79	38.00
385.17	37.00
385.54	33.00
385.92	35.00
386.30	33.00
386.67	30.00
387.05	33.00
387.43	29.00
387.81	33.00
388.18	40.00
388.56	39.00
388.94	30.00
389.31	33.00
389.69	44.00
390.07	37.00
390.44	31.00
390.82	35.00
391.20	41.00
391.57	41.00
391.95	42.00
392.33	33.00
392.70	39.00
393.08	32.00
393.46	37.00
393.83	40.00
394.21	30.00
394.58	31.00
394.96	32.00
395.34	31.00
395.71	39.00
396.09	39.00
396.47	34.00
396.84	34.00
397.22	35.00
397.59	37.00
397.97	35.00
398.35	43.00
398.72	39.00
399.10	36.00
399.47	36.00
399.85	36.00
400.22	44.00
400.60	42.00
400.97	41.00
401.35	47.00
401.73	47.00
402.10	44.00
402.48	42.00
402.85	41.00
403.23	44.00
403.60	42.00
403.98	37.00
404.35	45.00
404.73	41.00
405.10	41.00
405.48	37.00
405.85	42.00
406.23	44.00
406.60	40.00
406.98	37.00
407.35	41.00
407.73	51.00
408.10	47.00
408.48	46.00
408.85	48.00
409.23	43.00
409.60	44.00
409.98	47.00
410.35	50.00
410.72	47.00
411.10	47.00
411.47	55.00
411.85	50.00
412.22	52.00
412.60	50.00
412.97	53.00
413.34	51.00
413.72	56.00
414.09	53.00
414.47	54.00
414.84	53.00
415.21	48.00
415.59	55.00
415.96	56.00
416.34	59.00
416.71	53.00
417.08	53.00
417.46	51.00
417.83	62.00
418.20	57.00
418.58	63.00
418.95	65.00
419.32	66.00
419.70	60.00
420.07	62.00
420.44	60.00
420.82	67.00
421.19	60.00
421.56	68.00
421.94	69.00
422.31	78.00
422.68	70.00
423.06	74.00
